lecture_name,professor_name,satisfaction,study_amount,difficulty,quality,achieve,text,recom,grade
경영통계(영강),이현석 교수님 ,3,5,5,4,3,"1. 수강 동기
에타에서 폐강 위기인 과목인데 교수님이 너무 좋다는 말에 속아 정정하면서 수강신청하게 됨

2. 교수평
영강이어서 많이 걱정했으나 교수의 영어발음과 구사능력은 좋았음
힘들었던 건 역시 진도부분이었는데 진짜 개 빨리나가서 죽는 줄 알았음
특히 게스트렉쳐 내용 중 사소한 부분을 시험에 내는 거 보고 경악했음
학생들이랑 많이 소통하길 원하시는 것 같았음

3. 점수
시험은 중간, 기말, lecture session, HW / 그 외 출석과 참여도로 점수 매김
참여도는 대답 많이 한 사람을 일일이 확인하신다고 하셨음.
중간 시험 치고 나서 임의로 강의평가 하시는데
거기서 영어못하는 학생의 참여도 문제가 나와서 나중에는 통계관련 기사스크랩 횟수로 바뀜

시험은 lecture session은 매번 챕터 끝날때 쯤 다 채우기만 하면 점수 주셨음
HW는 lecture session 끝나고 일주일 뒤 정답 채점하는 과제로,
이게 시험기간이랑 겹치거나 중간 끝난 일주일 뒤에 바로 있는 경우가 종종 있었음
중간 기말은 시험범위가 꽤 많았는데 엑셀 연습문제를 많이 제공했음에도 불구하고 일단 양이 너무 많았음
특히 중간은 시험 전에 범위를 끝내는 바람에 시험직후 내는 과제하기 정말 힘들었음
중간은 대면, 기말은 비대면으로 쳤는데 비대면은 줌키고 오픈 북하는 대신 카메라로 책상 비춰야했음


한줄평: 진짜 개 빡셌고 다신 만나지 말자",0,기대 이하
경영통계(영강),이현석 교수님 ,1,5,4,2,1,"일단 경영통계가 경제원론과 마찬가지로 경영/경제학을 입문하기에 나쁘지 않은 강의라고 저는 알고 있었습니다. 그런데 교수님께서는 경영통계를 단순히 교양강의로 가르치시는 것이 아니라, 미래의 데이터분석가를 배출하는 명강의로 만들고자 하는 의지가 굉장히 강해보이셨습니다. 교양 강의치고 요구하는 것이 굉장히 많았으며, 1학년이 전공과 병행하여 듣기에 이 교수님은 정말 좋지 않은 선택입니다. 그냥 듣지 마십시오",0,보통
경영통계(영강),이현석 교수님 ,5,4,3,5,5,"1. 출석: 처음에는 반영하시다가 1교시 수업이라 학생들이 힘들다고 그냥 없애주셨습니다. 그 대신 수업 들으면서 대답 잘 하고 통계 관련 기사에 자신의 코멘트 다는 보너스 과제 하시면 출석은 만점일 것 같습니다.

2. 과제: 과제는 경영통계가 아무래도 많이 쓰고 익혀야 적응이 되기 때문에 많습니다. 간단한 문제들로 이루어진 lab practice 6회(이거는 정오답 상관없이 쓰면 만점 주십니다), 그리고 HW 3회(이거는 정오답을 따지지만 부분점수를 퍼주십니다)로 이루어져 있습니다.

3. 시험 및 학점: 중간고사와 기말고사 모두 스토리 형식으로 두개의 큰 문제 안에 여러 꼬리문제가 달린 것들이 있습니다. 그리고 중간고사 때 성적이 좋지 않은 학생들을 위해 기말고사에는 bonus 문제들도 있었습니다. 시험이 대부분 HW나 시험 직전에 제공되는 practice exam(이런거 제공해주는 것도 저는 엄청 좋다고 느꼈습니다)을 많이 풀어본다면 무리없이 볼 수 있습니다. 학점도 최대한 잘 주시기 위해 항상 부분점수를 강조하시고, 실제로도 엄청 관대하게 주셨다고 느껴졌습니다.

4, 수업: 이 강의가 가장 좋았던 부분인데, 교수님께서 학생들에게 공식을 외우는 것을 최대한 지양하라 하시고, 그대신 실용적으로 엑셀을 활용해 통계를 다루는 법을 가르쳐주십니다. 매 수업 끝나면 녹화본도 올려주시고 수업시간에 lab practice나 HW푸는 것도 사실상 시연해주시는 것과 다름없고, 여러번 반복해 주셔서 처음 듣는 분들도 쉽게 따라올 수 있습니다. 그리고 통계 분야에서 실제 일하시고 계시는 전문가를 초청해 강의를 진행해주시거나, 실제 에시들을 배운 내용을 통해 관찰할 수 있게 유도해 주시는 강의가 많았습니다. 워크로드는 좀 부담되지만 명강이라고 할 수 있을 것 같습니다.

5. 기타: 교수님이 모교에서 처음 강의하신다고 학생들에게 상당히 애착을 많이 보여주셨습니다. 오픈채팅을 만들어서 언제든지 질문과 답변이 자유롭게 이루어질 수 있게 해주셨고, 교재비도 부담되지 않도록 무료 교재를 사용하시고, 이메일도 늦은 시간에도 최대한 빨리 답장해주시고, 성적, 출결, 수업 전반에 최대한 학생의 의견을 수렴하면서 체계적으로 진행하시고자 노력하시는 모습을 보여주셨습니다. 좋은 교수님이고 경영통계 수업으로는 매우 추천할 만 하다고 생각합니다.",1,기대 이상
경영통계(영강),이현석 교수님 ,4,4,3,4,5,"1.학습량
학습량은 많습니다. 거의 매주 수업이 끝나고 Lab practice라는 과제가 있고, homework도 3번 정도 있던 것으로 기억합니다. Lab practice는 답의 옳고그름이 아니라 제출만으로 평가가 되지만, homework는 조교님께서 체점하신 뒤 점수를 주십니다. 하지만 수업 자체가 컨셉적으로는 양이 많지 않고, 거의 대부분 엑셀 활용에 관한 것이며, 교수님이 수업시간 중 많이 반복해주시고 학생들의 피드백도 적극 고려해주시기 때문에 부담이 크지는 않았습니다.

2.강의력
미국에 있는 대학교에서 경영통계 과목을 가르치다가 이번해부터 고려대학교에 부임하셨다고 들었습니다. 그만큼 영어는 제가 고려대학교에서 들었던 영강 중 원어민 교수님들의 강의를 제외하고 거의 가장 fluent했습니다. 특히 시험문항은 거의 소설읽는 줄 알았어요 ㅋㅋ 무엇보다 교수님이 정말 열정가득하셔서 강의에 관해서도 학생들 의견을 정말 잘 들어주십니다. 이런경우 학생들의 의견에 휘둘려 체계가 없어질 수도 있는데, 이현석 교수님은 정말 체계적임의 끝판왕이십니다.. ppt도 항상 며칠 일찍 올려주시고, 판서가 있는 ppt도 올려주시고, 1교시인 점을 배려해서 녹화강의도 매번 올려주셨습니다. 불안해하는 학생들을 위한 practice exam은 정말 그저 빛..ㅜㅜ

3.난도
앞서 말했듯 열심히 공부하면 따라갈 수 있는 난도입니다! 저는 독강이었어서 모든 lab practice와 homework를 혼자서 했었는데, 가끔 점수가 깎이긴 했지만 결과는 나쁘지 않았어요. 시험도 많이 어렵지는 않았고 교수님이 쉽게 출제하시려고 노력하시는 게 눈에 보였어요.

4.성취감
저는 개인적으로 엑셀을 활용하는 수업을 정말 좋아하는데, 이 수업이 딱 그래서 정말 좋았습니다!

5.학점
학기초에 모두에게 A를 주고싶다고 말하셨을 정도로 학점을 잘 주기 위해 노력하십니다. lab practice, homework, participation, midterm & final 로 점수가 구성이 되는데, 특히 final에서는 bonus questions로 midterm에서 아쉬운 결과를 거둔 학생들도 A+를 노릴 수 있게 해주셔요.

6.출석
앞서 서술했듯 처음에 조금 부르시다가 학생들 배려해주신다고 출석 안부르시구 녹강 올려주셨어요. 하지만 participation 점수를 받으려면 수업시간에 교수님의 질문에 대답을 잘 해야한다고 생각해요.",1,기대 이상
경영통계(영강),이현석 교수님 ,4,4,4,4,5,"시험이 두 번 있고, lab practice를 포함해서 과제가 9번 정도 있습니다. 확실히 수업 내용을 이해하기에는 좋지만 그 만큼 많은 시간을 들여야 합니다. 교수님께서 학생들의 피드백을 잘 반영해 주시고 학점도 잘 주려고 노력하십니다. 또 현직에 계시는 분들의 이야기를 들을 수 있는 시간도 준비해 주셔서 여러 가지 면에서 많은 것을 공부할 수 있는 수업이라고 생각합니다.",1,기대 이상
경영통계(영강),이현석 교수님 ,3,5,5,2,5,성취감은 있고 강의력도 좋고한데.. 정말 시키는거 많고 힘들었어요. 생소한 분야라서 그랬던거 같네요.. 그래도 애이받아서 후회는 없지만 각오하고 신청하세요,0,보통
경영통계(영강),이현석 교수님 ,5,5,3,5,5,교수님이 학생을 정말 많이 배려해주십니다. 저는 개인적으로 교수님 강의 정말 잘 알아들을 수 있었습니다!! 기말이랑 중간도 배운거에서 다 내주시고 최고!! 근데 과제랑 배울게 많아요 그만큼 성취감 있습니다.,1,보통
경영통계(영강),이현석 교수님 ,5,4,4,5,5,"다른 경영통계 강의에 비해 이론적, 수학적인 내용은 최대한 적게 배우고 활용하는 법을 많이 배웁니다. 엑셀 다루는 법을 많이 배우고, 시험과 과제 모두 엑셀을 이용해서 풀어야 합니다. 이론적인 걸 적게 배우다보니 진도 나가는 속도도 매우 빠른 편인 것 같습니다. 처음에는 좀 많이 어렵고 막막했는데 그래도 수업시간 중간중간 중요한 내용을 많이 반복해주십니다. 수업 중 쓰신 파일도 모두 올려주셔서 스스로 엑셀 문제 많이 풀어보고 답지랑 비교해가며 공부하면 좋을 것 같아요. 과제하실 때 3명까지 팀으로 논의할 수 있는데 문제가 애매한 부분이 꽤 있어서 꼭 팀원 구하셔서 답 비교해보는 걸 추천드려요. 시험은 대면시험, 비대면 시험 둘다 오픈북이었고 약간 어렵고 시간이 많이 부족했어요ㅠㅠ그래도 practice exam이랑 비슷하게 많이 나오니 꼭 풀어보세요!!!!!! 스토리텔링식으로 길게 케이스를 주시고 꼬리 문제 풀어가는 스타일의 문제입니다. 채점 기준은 많이 까다롭지는 않고 최대한 부분점수 주시려고 노력하십니다. 교수님 영어실력 매우 유창하시고, 강의력 좋으시고, 수업 준비 정말정말 열심히 하시고, 학생 피드백 반영이나 메일 답변도 매우 빠르시고....교수님이 한마디로 정말 열정넘치세요!! 전반적으로 워크로드가 빡세긴 했지만, 얻어가는 건 정말 많은 것 같습니다! 아근데 정식 수업시간에는 채팅, 질문, 설명 모두 영어로만 이루어지고 시험,과제 또한 영어로 해야 해서(문제로 주어지는 영어 지문이 매우 길어 해석하기 힘들었습니다ㅜㅜ) 개인적으로 영강에 대한 부담이 약간 있었어요. 하지만 교수님이 영어를 워낙 잘하셔서 잘 들리기는 합니다. 수업시간 끝나고나서나 메일로는 한국어로도 질문받아주시니 이 시간을 잘 활용하면 좋을 것 같아요! 질문보내면 답변 정말 빨리 오더라구요. 학생 참여도를 중요하게 여기시고 수업시간에 채팅으로 참여한 것도 점수에 반영한다고 하셨습니다. 근데 대부분 수업 내용 복습하는 단답형 질문이라 참여가 막 엄청 크게 부담되는건 아니었어요!",1,기대 이상
경영통계(영강),이현석 교수님 ,4,5,4,4,5,"학기 초에 예상했던 것보다 학습량이 많아 약간 당황스럽긴 했습니다. 그러나 교수님께서 학생들의 의견도 적극적으로 반영해주시고, 질문에도 빠르게 답변해주셔서 한 학기 강의를 잘 마칠 수 있었습니다. 학점 역시 잘 주시는 편인 것 같습니다.",0,기대 이상
경영통계(영강),이현석 교수님 ,3,5,5,3,4,"공부량 많고 학점 잘 안주십니다. 마지막 시험이 매우 시간이 촉박했습니다 힘들어쒀요ㅜㅜ
그래도 본인이 열심히 하면 잘 주실거 같습니다. 질문도 잘 받아주시고 학생들 사정 잘 받아주시는거 같습니다. 그냥 제가 제대로 안한거 같습니닼ㅋㅋ",0,기대 이하
경영통계(영강),이현석 교수님 ,5,4,3,4,5,외국인으로서 이 수업을 매우 잘 들었습니다. 교수님께서 설명을 항상 자세히 하시니까 이해가 잘 됩니다. 그리고 중간과 기말고사는 주신 연습 문제로 잘 볼 수 있었던 것 같습니다,1,보통
경영통계(영강),이현석 교수님 ,2,4,4,2,3,"과제가 생각보다 많습니다
내용 자체가 어렵지는 않은데 과제의 지시문이 너무 애매해서 헤맸던 것 같아요
엑셀을 주로 이용해서 엑셀에 익숙허신 분들이 좋을 것 같아요
학점은 정말 잘 주신 것 같아요
제 점수가 미디언 이하였던 적이 꽤 있는데도 잘 주셨어요",0,기대 이상
경영통계(영강),이현석 교수님 ,3,4,4,4,4,"교수님이 먼가 바라시는게 많은 느낌,, 그래서 수시 과제는 물론, 꽤 난이도 있는 중요 과제도 종종 나왔습니다.
출석은 체크 거의 안하신 것 같아서 이 점은 좋습니다 그런데 참여도를 체크하세요
학점은 제가 생각한 것보다 잘 안나왔습니다. 칼 같이 자르시는 듯",0,기대 이하
경영통계(영강),이현석 교수님 ,1,5,4,3,2,강의력은 그냥저냥이신데 과제량 매우 많습니다 매우 귀찮아요 시험문제도 쉽지 않습니다 기왕 경영통계를 들어야 한다면 저는 절대 비추합니다 제발 다른 교수님 들으세요,0,기대 이하
경영통계(영강),이현석 교수님 ,4,5,5,5,5,"가장 시간투자를 많이 한 과목이었는데 생각보다 점수가 안 나왔던 과목이었습니다.
하지만 교수님이 매우 젠틀하시고 학생들과 소통을 정말 잘 해주셔서 좋았습니다.",0,기대 이상
경영통계(영강),김기훈 교수님 ,5,3,4,4,3,"R 프로그램 다루는 법을 배울 수 있었던 것 만으로도 굉장히 유용한 강의였습니다. 그리고 우선 교수님이 너무너무 스윗젠틀하십니다 그리고 영어를 정말 잘하셔서 감동ㅠㅠㅠ 과제는 총 5번 제출해야되는데 아이패드 굿노트로 적어서 피디에프로 제출했는데도 한번 빼고 다 만점을 받았습니다. 다만 과제는 미리미리 하셔야 전날 밤새는걸 예방할 수 있읍니다,,,, 저는 5일 다 밤을 새서 제출했어요ㅋㅋㅋㅋㅋ 시험은 오픈북이고 중간기말로 이루어지는데 난이도는 수업시간에 한 내용과 피피티만 숙지하면 그렇게 어렵지 않습니다. 난이도 자체도 중간까지는 거의 고등학교 확통에서 배운 내용을 바탕으로 배우고, 기말범위가 조금 어려워지지만 못따라갈 정도는 절대 아닙니다. 무엇보다 R을 잘 다룰 수 있으면 계산같은게 정말 쉬워지기 때문에 개인적으로 흥미로웠던 수업이었습니다. 평가는 절평을 하시는 것 같지만 애초에 감점폭이 크지 않기 때문에 조금만 노력하셔도 충분히 좋은 학점을 받으실 수 있을겁니다. 경통 들을거면 김기훈교수님!",1,보통
경영통계(영강),김기훈 교수님 ,5,5,3,5,4,Radiant프로그램으로 통계를 어떻게 낼 수 있는지를 수업 내용으로 하심. 프로그램 사용 방법은 어렵지는 않지만 중간에 해야하는 과제 5번은 숫자가 잘 맞지 않거나 입력 방법이 틀리는 경우가 있어서 과제에서 점수 깎이기는 쉬움. 중간/기말은 성적에서 비중이 크지만 매우 쉬워서 변별력은 없음. 하지만 과제를 꼼꼼하게 평가하시기 때문에 과제를 열심히 풀어야 함. 출석은 전혀 체크를 안 하시지만 그만큼 내용이 한 번 밀리면 과제를 푸는데 방해가 되기 때문에 되도록이면 그때그때 듣는 것을 추천. 학점은 천사이시라 꼭! 듣는 것 추천함.,0,기대 이상
경영통계(영강),김기훈 교수님 ,4,2,2,3,2,"[강의 내용] R을 바탕으로 통계 개념들을 살펴보는 수업인데, R언어가 아닌 R 추가 프로그램(?)을 사용하므로 따로 R언어를 알 필요가 없습니다.
[교수님] 교수님께서는 매우 친절하시고 답장도 빠른 편이십니다! 학생들의 요구사항을 많이 들어주시고, 모르는 부분은 자세히 설명해 주십니다ㅎㅎ 영어도 꽤 유창하셔서 알아듣는 데 문제 없었습니다.
[학습량] 저는 컴알못이고 통계에 자신이 없는 편이었음에도 불구하고 학습량은 많다고 느끼지 않았습니다. 과제는 약 5번 정도 있었는데, 과제 하면서 자동으로 시험 대비도 됩니다.
[시험] 시험은 중간, 기말고사가 있는데 모두 온라인 실시간 시험이었습니다. 시험 대비를 위해서는 과제 문제도 풀고 평소 수업에 집중해야 합니다..! 오픈북이고 난이도는 크게 어렵지 않았습니다 (수업 따라갈 정도/과제 풀 수 있는 정도면 쉽게 풀 수 있었습니다)
[학점] 아마 칼절인 것 같습니다. 다만 공부하는 내용도 크게 어렵지 않고, 다른 경영통계 수업과 달리 수식도 안 외워도 됨 + 시험 대비는 그냥 과제랑 PPT에 나온 문제만 풀면 됨 -> 이 점을 감안하면 A0이상 받는 것이 어렵지 않을 것 같습니다. 과제는 제출만 하면 되는 게 아니라 하나하나 세부적으로 조교님들께서 체크하시고 점수를 감점합니다. (소수점 단위로 감점됨) 같이 수강하는 다른 분이랑 한번 답 맞춰보는 것을 추천드립니다..! 참고로 저는 독강+컴알못+통계랑 친하지 않은 사람이었음에도 불구하고 중간, 기말 모두 만점 받고 과제도 한 두개 빼고 다 만점 받아서 만족스러웠습니다. (어차피 재수강이라서 A0가 나왔지만...점수만을 봤을 때는 A+을 충분히 받을 수 있는 점수였습니다ㅠ) 통계 수식을 외우지 않고 실용적인 R프로그램을 쓰니까 나름 얻는 것도 있었다고 생각합니다.",1,기대 이상
경영통계(영강),김기훈 교수님 ,4,4,4,4,5,"경영통계인데 Radiant라는 컴퓨터 프로그램을 활용함.

이 프로그램을 초반에 세팅을 잘 해놓아야 함(초반에 놀지 말고 미리미리 해두기). 방법 몇 개만 알아두면 그 뒤로 강의 듣는 건 어렵지 않음. 특히 한국어 설정을 해놓으면 Radiant 실행이 안되므로 영어로 (예를 들어 Radiant를 내 문서-파일-Radiant 루트로 설정하면 실행이 안 되고 Local file-C-Radiant(State file)로 설정하면 실행 됨) 접속 루트를 설정해야 함.

출첵-약간 거의 안하는 느낌...? 받음. 근데 뭐 하실수도... ZOOM 출석이고 이름을 부르지 않았고 빠진 적이 있는데도 성적에 영향 없어서 그런 느낌임.

강의내용-경영 통계 내용을 Radiant를 활용해서 배움. 먼저 개념을 배우고 계산을 해본 뒤, Radiant를 활용해서 풀이하는 방법을 배움.

공부방법-배운 내용을 노트에 정리한 다음 컴퓨터를 활용해서 푸는 방법을 암기함.

만족도-실용적인 것을 배웠고, 학점도 성실하게 해가면 잘 주셔서 만족. A를 받았는데, 에이플 받고 싶은 학생은 정말 약간의 감점도 조심해야 함. 숙제도 0.1점 단위로 깎으심.

평가방법-중간 대면, 기말 비대면. 숙제는 5회 제출인데 이 숙제가 생각보다 어렵고 중간기말은 간단한 4~6문제 정도임.

2학기 초로 다시 돌아간다면?-Radiant 세팅을 미리미리 해두고 그때그때 강의 예습복습하기",0,기대 이상
경영통계(영강),김기훈 교수님 ,5,3,3,5,4,r프로그램으로 배우면서 오픈북으로 시험 봐서 부담이 적었어요. 교수님이 좋으셔서 학점도 잘 주세요.,0,보통
경영통계(영강),김기훈 교수님 ,4,4,4,4,5,"엑셀을 안쓰셔서 처음에는 적응하기 조금 힘들었지만, 알려주시는 프로그램만 잘 따라간다면 통계를 더 쉽게 배울 수 있는 것 같습니다. 교수님이 되게 착하시고 과제나 시험도 어려웠던 것 같지는 않습니다.",1,보통
경영통계(영강),김기훈 교수님 ,5,3,3,5,5,"-수업방식: 온라인 실시간 수업으로 진행되었고 녹화된 강의를 다 올려주셨습니다.
R프로그램을 처음 접해보아서 처음에는 수업 따라가기가 힘들었는데 적응되고 나서는 재미있었습니다.
교수님께서 영어를 매우 잘하십니다. 하지만 제가 영어를 못하고 통계 용어도 익숙하지 않아서 조금 따라가기 힘들었습니다.
그래도 따로 공부 좀 하면 아예 못 따라갈 정도는 아니었습니다.
-과제: 한 학기동안 5번 정도 있는데 문제 수가 많지 않고 난이도도 그렇게 어렵지 않아서 괜찮았습니다.
-시험: 시험은 중간, 기말 한 번씩 보는데 R프로그램을 이용하여 과제를 해결하는 것이었습니다. 시간도 넉넉해서 어렵지 않게 할 수 있었습니다.
-학점: 잘 주시는 것 같습니다.",1,기대 이상
경영통계(영강),김기훈 교수님 ,4,4,5,4,4,R프로그램을 활용하여 통계를 공부한다고 생각하시면 됩니다. 저는 영어를 정말 못해서.. 그래도 거의 화면 보고 따라 하는 수준으로 힘들게 점수 받았습니다. 기본적인 설명은 진짜진짜 어려운데 시험은 그렇게 안 어려워요..! 독강은 안 하시는걸 추천합니당,1,기대 이상
경영통계(영강),김기훈 교수님 ,5,1,1,5,5,"통계는 r프로그램으로 진행하는데 정말 기본적인 내용이라 커맨드, 사용법만 제대로 숙지한다면 얼마든지 좋은 성적을 거둘 수 있는 좋은 강의입니다.",1,기대 이상
경영통계(영강),김기훈 교수님 ,4,3,3,5,4,"R프로그램을 쓰시는데 수업만 열심히 들으시면 에이쁠은 쉽게 받을수 있으실 것 같습니다. 시험에도 프로그램만 돌리면 되고 문제 난이도도 낮습니다. 영어도 잘 하시는 편이신 것 같아요. 강의도 매 수업마다 블보에 올려주셔서 복습하고 싶으실 떄 하시면 돼요. 과제는 교재에 있는 문제만 풀면 되는데 그것도 프로그램만 돌리시면 돼요, 하지만 이것도 성적에 반영돼서 답을 맞춰보시는 것도 좋을것 같아요. 전체적으로 좋은 강의였습니다!",1,보통
경영통계(영강),김기훈 교수님 ,5,3,2,5,5,"좋으십니다. 강의력도 좋으시고 과제도 크게 부담스럽지 않고 출석체크를 아예안하십니다.
또 시험도 수업시간에 다루시는 수준에서 내시고 어려운 부분은 시험문제에서 힌트를 주십니다.
수업시간에 잘 따라만 하시면 별 다른 공부안했는데 A+받아갔어요.",1,기대 이상
경영통계(영강),김기훈 교수님 ,5,2,2,5,4,이 수업은 초반에 R 다루는 방법만 잘 터득한다면 무난하게 따라갈 수 있습니다. 수업 때 함께 푸는 연습문제만 잘 보셔도 시험 치는데 큰 문제 없어요! 교수님께서 친절하시고 영어도 잘하셔서 좋았습니다. 출석은 따로 부르시지 않지만 간혹 랜덤으로 이름을 부르셔서 질문하실 때가 있습니다.,1,기대 이상
경영통계(영강),김기훈 교수님 ,5,3,2,5,5,경영통계 보통 엑셀로 하는데 이분은 특별하게 r studio로 합니다. 코딩이라 어려울 줄 알았는데 외울 것도 많이 없고 엑셀보다 낫다고 생각합니다.,1,기대 이상
경영통계(영강),김기훈 교수님 ,4,3,4,3,5,"김기훈 교수님은 이론보다 radiant라는 프로그램을 활용할 수 있는지에 더 초점을 맞춰서 중간고사, 기말고사 문제를 출제하셨습니다. 그래서 오픈북 시험이었고 중간에 헷갈리는 개념은 ppt 확인하면서 풀었던 것 같습니다. 시험 난이도 자체는 그다지 어렵지 않았지만 제 기준으로 교수님이 강의하시는 내용이 잘 이해되진 않았어서 수업 들을 땐 힘들었습니다. 그치만 과제가 총 5개가 있는데 그때 교재 읽고 ppt랑 교수님 강의 비교하면서 내용 이해한 뒤 문제를 풀었고 과제가 시험에 많이 도움 됐습니다. radiant라는 프로그램을 어느정도 다룰 수 있게 되었다는 점에서 성취도는 매우 높습니다! 학점도 잘 주시는 것 같아요.",1,기대 이상
경영통계(영강),김기훈 교수님 ,4,4,4,4,4,"고등학교 졸업하면서 통계 다 까먹고 수학을 그렇게 좋아하는 편은 아니라 수강하기 전부터 살짝 걱정이 됐었는데, 생각보다 배워가는 게 많은 수업이었습니다.


별도의 출석체크는 하지 않으셨고, 실라버스에도 출석 점수가 딱히 안 나와 있어서 출석은 정말 안 보시는 것 같아요. 대신 수업을 안 들으면 그 다음 수업을 따라가기가 좀 벅차서, 녹강 올려주시니까 놓치지 말고 꾸준히 보시는 게 좋을 듯 합니다.

다른 경통 수업이 엑셀을 사용하는 것과 달리 r 프로그램으로 자료를 분석하는 방식인데, 프로그램에만 익숙해지면 따로 통계 공식이라던가 개념적인 부분을 잘 이해하지 못하더라도 문제가 풀려서 이 점은 시험 볼 때 편했습니다.

시험문제는 배우는 내용에 비해서는 쉽게 출제되는 편인 것 같아요. 배울 때는 진짜 모르겠다 싶은데 막상 시험문제는 엄청 고난이도는 아니더라고요.

중간, 기말, 수시과제 5번에 의해 학점이 결정나는 수업입니다. 학점은 정말 칼절평이에요. 과제나 시험에서 자잘하게 깎여서 나중에 100점 만점으로 환산했을 때 아마도 5점 이상??? 깎이면 가차없이 쁠 안 붙여주시는 것 같아요. 과제 채점 기준은 명확해서 좋았습니다. 제출하고 시간 좀 지나면 조교님이 답안을 블보에 올려주셨습니다.


수업을 통해 실생활 통계를 많이 배운 느낌이 들었습니다. 수업 들을 때는 좀 어려워도 녹강 돌려 듣고 하니까 괜찮았습니다. 교수님 강의력도 나쁘지 않으시고 한국어로 질문 메일 보냈을 때 답장 진짜 빠르고 시크하게 해주셔서 시험 공부 하기 수월했습니다.
수업 들으실 때 독강이시면 좀 힘드실 수도 있을 것 같아요. 과제나 공부할 때 서로 도와가면서 하면 더 낫지 않을까 싶습니다.",1,보통
경영통계(영강),김기훈 교수님 ,4,2,2,5,4,"Radiant라는 프로그램을 이용하여 경영통계의 기초적인 내용을 배우는 수업입니다. R프로그램을 사용하는 방식이 처음에는 다소 생소하게 느껴지실 수 있으나, 적응하는 것이 그리 어렵지도 않고 (교수님께서 학생들이 이해할 때까지 열심히 설명해 주십니다) 프로그램 다루는 법만 익히시면 시험이나 과제 제출이 정말 수월해집니다.
시험은 중간, 기말에 두 번 보고, 5회의 과제 제출이 있는데 모두 난이도가 높지 않은 편이고, 학점도 매우 잘 주십니다.
또한 출석을 체크하지 않으시고 녹강을 꾸준히 올려 주셔서 오전 수업임에도 매우 편하게 들을 수 있었습니다.",1,기대 이상
경영통계(영강),김기훈 교수님 ,5,2,2,4,3,"꿀강 중의 꿀강입니다. 학습하는 공식이 조금 어렵게 느껴질 수는 있지만, 실제 시험에서는 공식 없이도 R이라는 프로그램을 어느 정도 다루기만 할 줄 안다면 좋은 점수를 받으실 수 있습니다. 교수님도 친절하시고 질문 잘 받아주십니다. 혹여나 학생들이 이해를 잘 못한 것 같이 보이면 반복적으로 설명해주십니다. 과제가 이번 학기에는 다섯 가지가 있었지만 평균적으로 양은 적은 편이어서 부담이 없었습니다.",1,기대 이상
경영통계(영강),김기훈 교수님 ,4,3,3,4,3,레이디언트를 사용해서 많이 어렵지는 않습니다.교수님께서도 설명을 잘해주십니다.학점은 하는만큼 나옵니다,0,보통
경영통계(영강),김기훈 교수님 ,4,3,3,5,4,교수님께서 질문을 적극 수용해주시고 비대면 상황에서 강의 진행에 차질이 없도록 신경 쓰고 계신다는 느낌을 받았습니다. 시험과 과제 관련하여 학생들의 의견 또한 상당 부분 반영해주시는 느낌이었습니다.,1,기대 이상
경영통계(영강),김기훈 교수님 ,3,3,3,3,3,수업이 객관적으로 재밌는 편은 아니지만 시험이 나름 할만 해요. 그런데 교수님이 학점을 칼같이 지키면서 분배해서 주시므로 그냥 평범한 수업니다. 들을지 말지는 고민하고 하세요,0,보통
경영통계(영강),김기훈 교수님 ,5,3,3,5,4,교수님 넘넘너무 좋습니다. 시험도 쉽게 . 프로그램 (radiant)으로 배위서 처음에 힘들다가 익숙해지면 정말 꿀강입니다. 공식 하나도 외울 필요 없고 심지어 오픈북이라 시험 공부는 당일치기 기능합니다.,0,기대 이상
경영통계(영강),김기훈 교수님 ,5,4,3,4,4,"교수님께서 래디언트라는 프로그램을 사용하여 경영통계 수업을 하십니다.
출석은 아예 체크하지 않으셨고 항상 복습 후에 새로운 내용을 넘어가셔서 좋았습니다. 질문도 잘 받아주십니다!

중간고사, 기말고사 그리고 5개의 과제가 있습니다. 모두 다 래디언트라는 프로그램을 사용해서 문제를 풀어야 하기에 래디언트 사용법에 대한 이야기가 나올 때 교수님을 주목하셔야 합니다.

영어로 진행되는 통계 수업이기 때문에 따라가기 벅찰 수도 있지만 예습과 복습을 병행하면 가능할 것이라고 믿습니다.

열심히 하면 에이쁠 주시는 것 같습니다. 그리고 카메라 켜는 것을 원하셨지만 안 켜는 학생들의 입장도 이해하시는 분이셨습니다. 즐겁게 수업 들을 수 있었던 과목입니다.",0,기대 이상
경영통계(영강),김기훈 교수님 ,5,3,3,4,4,"R 프로그램을 이용하기 때문에 관련 수식을 전혀 외울 필요가 없다는 장점이 있습니다.
실강이지만 출석이 없고 녹강을 올려주셔서 매우 좋습니다.
평소에 내주시는 과제만 꾸준하 잘 하면 시험을 대비하는 데에도 큰 부담이 없습니다.
성적도 잘 주십니다.",0,기대 이상
